Date,District,Confirmed,Confirmed-total
08/09/2020,Mwanza PoE,0,202
08/09/2020,Mzimba ,0,124
08/09/2020,Mzimba North,3,511
08/09/2020,Neno,0,60
08/09/2020,Nkhata Bay,1,169
08/09/2020,Nkhotakota,3,43
08/09/2020,Nsanje,0,37
08/09/2020,Ntcheu,0,42
08/09/2020,Ntchisi,0,2
08/09/2020,Phalombe,0,10
08/09/2020,Rumphi,0,30
08/09/2020,Salima,0,44
08/09/2020,Thyolo,0,56
08/09/2020,Zomba,0,137
08/10/2020,Balaka,0,42
08/10/2020,Blantyre,4,1448
08/10/2020,Chikwawa,2,41
08/10/2020,Chiradzulu,1,24
08/10/2020,Chitipa,0,52
08/10/2020,Dedza,0,34
08/10/2020,Dowa,1,66
08/10/2020,Karonga,0,73
08/10/2020,Kasungu,1,46
08/10/2020,Likoma,0,5
08/10/2020,Lilongwe,4,1064
08/10/2020,Machinga,0,65
08/10/2020,Mangochi,0,133
08/10/2020,Mchinji,1,52
08/10/2020,Mulanje,0,35
08/10/2020,Mwanza,0,25
08/10/2020,Mwanza PoE,0,202
08/10/2020,Mzimba ,1,125
08/10/2020,Mzimba North,1,512
08/10/2020,Neno,0,60
08/10/2020,Nkhata Bay,0,169
08/10/2020,Nkhotakota,0,43
08/10/2020,Nsanje,0,37
08/10/2020,Ntcheu,0,42
08/10/2020,Ntchisi,0,2
08/10/2020,Phalombe,0,10
08/10/2020,Rumphi,0,30
08/10/2020,Salima,0,44
08/10/2020,Thyolo,0,56
08/10/2020,Zomba,0,137
08/11/2020,Balaka,0,42
08/11/2020,Blantyre,14,1462
08/11/2020,Chikwawa,0,41
08/11/2020,Chiradzulu,0,24
08/11/2020,Chitipa,0,52
08/11/2020,Dedza,0,34
08/11/2020,Dowa,0,66
08/11/2020,Karonga,2,75
08/11/2020,Kasungu,0,46
08/11/2020,Likoma,0,4
08/11/2020,Lilongwe,21,1086
08/11/2020,Machinga,0,65
08/11/2020,Mangochi,0,133
08/11/2020,Mchinji,0,52
08/11/2020,Mulanje,0,35
08/11/2020,Mwanza,0,25
08/11/2020,Mwanza PoE,1,203
08/11/2020,Mzimba ,1,126
08/11/2020,Mzimba North,0,512
08/11/2020,Neno,0,60
08/11/2020,Nkhata Bay,1,170
08/11/2020,Nkhotakota,0,43
08/11/2020,Nsanje,0,37
08/11/2020,Ntcheu,0,42
08/11/2020,Ntchisi,0,2
08/11/2020,Phalombe,0,10
08/11/2020,Rumphi,0,30
08/11/2020,Salima,0,44
08/11/2020,Thyolo,0,56
08/11/2020,Zomba,0,137
08/12/2020,Balaka,0,42
08/12/2020,Blantyre,7,1469
08/12/2020,Chikwawa,1,42
08/12/2020,Chiradzulu,0,28
08/12/2020,Chitipa,0,52
08/12/2020,Dedza,0,34
08/12/2020,Dowa,2,67
08/12/2020,Karonga,0,75
08/12/2020,Kasungu,0,46
08/12/2020,Likoma,0,5
08/12/2020,Lilongwe,9,1094
08/12/2020,Machinga,0,65
08/12/2020,Mangochi,0,133
08/12/2020,Mchinji,2,54
08/12/2020,Mulanje,2,37
08/12/2020,Mwanza,0,25
08/12/2020,Mwanza PoE,11,214
08/12/2020,Mzimba ,0,126
08/12/2020,Mzimba North,2,514
08/12/2020,Neno,0,58
08/12/2020,Nkhata Bay,0,170
08/12/2020,Nkhotakota,0,43
08/12/2020,Nsanje,0,34
08/12/2020,Ntcheu,0,42
08/12/2020,Ntchisi,0,2
08/12/2020,Phalombe,0,11
08/12/2020,Rumphi,0,30
08/12/2020,Salima,0,44
08/12/2020,Thyolo,0,57
08/12/2020,Zomba,2,139
08/13/2020,Balaka,2,44
08/13/2020,Blantyre,84,1560
08/13/2020,Chikwawa,1,43
08/13/2020,Chiradzulu,2,30
08/13/2020,Chitipa,0,52
08/13/2020,Dedza,5,39
08/13/2020,Dowa,0,67
08/13/2020,Karonga,0,75
08/13/2020,Kasungu,0,46
08/13/2020,Likoma,0,5
08/13/2020,Lilongwe,29,1123
08/13/2020,Machinga,4,69
08/13/2020,Mangochi,3,136
08/13/2020,Mchinji,1,55
08/13/2020,Mulanje,2,39
08/13/2020,Mwanza,0,26
08/13/2020,Mwanza PoE,3,208
08/13/2020,Mzimba North,3,517
08/13/2020,Mzimba South,2,128
08/13/2020,Neno,0,58
08/13/2020,Nkhata Bay,3,173
08/13/2020,Nkhotakota,4,48
08/13/2020,Nsanje,0,34
08/13/2020,Ntcheu,0,42
08/13/2020,Ntchisi,0,2
08/13/2020,Phalombe,0,11
08/13/2020,Rumphi,2,32
08/13/2020,Salima,2,46
08/13/2020,Thyolo,1,58
08/13/2020,Zomba,7,146
08/14/2020,Balaka,1,44
08/14/2020,Blantyre,52,1615
08/14/2020,Chikwawa,1,44
08/14/2020,Chiradzulu,2,33
08/14/2020,Chitipa,0,52
08/14/2020,Dedza,0,39
08/14/2020,Dowa,0,67
08/14/2020,Karonga,0,75
08/14/2020,Kasungu,0,46
08/14/2020,Likoma,0,5
08/14/2020,Lilongwe,10,1133
08/14/2020,Machinga,0,66
08/14/2020,Mangochi,1,140
08/14/2020,Mchinji,0,55
08/14/2020,Mulanje,1,40
08/14/2020,Mwanza,2,28
08/14/2020,Mwanza PoE,0,205
08/14/2020,Mzimba North,1,518
08/14/2020,Mzimba South,1,129
08/14/2020,Neno,0,58
08/14/2020,Nkhata Bay,0,173
08/14/2020,Nkhotakota,0,48
08/14/2020,Nsanje,0,34
08/14/2020,Ntcheu,0,42
08/14/2020,Ntchisi,0,2
08/14/2020,Phalombe,0,11
08/14/2020,Rumphi,0,32
08/14/2020,Salima,0,46
08/14/2020,Thyolo,0,58
08/14/2020,Zomba,4,150
08/15/2020,Balaka,0,44
08/15/2020,Blantyre,9,1625
08/15/2020,Chikwawa,0,43
08/15/2020,Chiradzulu,2,35
08/15/2020,Chitipa,0,52
08/15/2020,Dedza,0,39
08/15/2020,Dowa,0,67
08/15/2020,Karonga,1,76
08/15/2020,Kasungu,0,46
08/15/2020,Likoma,0,5
08/15/2020,Lilongwe,6,1139
08/15/2020,Machinga,0,66
08/15/2020,Mangochi,0,140
08/15/2020,Mchinji,0,55
08/15/2020,Mulanje,0,40
08/15/2020,Mwanza,0,28
08/15/2020,Mwanza PoE,0,205
08/15/2020,Mzimba ,0,129
08/15/2020,Mzimba North,2,520
08/15/2020,Neno,0,58
08/15/2020,Nkhata Bay,9,182
08/15/2020,Nkhotakota,9,57
08/15/2020,Nsanje,0,34
08/15/2020,Ntcheu,0,42
08/15/2020,Ntchisi,0,2
08/15/2020,Phalombe,0,11
08/15/2020,Rumphi,0,32
08/15/2020,Salima,0,46
08/15/2020,Thyolo,0,58
08/15/2020,Zomba,0,150
08/16/2020,Balaka,0,44
08/16/2020,Blantyre,46,1671
08/16/2020,Chikwawa,0,43
08/16/2020,Chiradzulu,0,35
08/16/2020,Chitipa,0,52
08/16/2020,Dedza,0,39
08/16/2020,Dowa,0,67
08/16/2020,Karonga,0,76
08/16/2020,Kasungu,0,46
08/16/2020,Likoma,0,5
08/16/2020,Lilongwe,0,1139
08/16/2020,Machinga,0,66
08/16/2020,Mangochi,0,140
08/16/2020,Mchinji,0,55
08/16/2020,Mulanje,0,40
08/16/2020,Mwanza,0,28
08/16/2020,Mwanza PoE,0,205
08/16/2020,Mzimba North,0,520
08/16/2020,Mzimba South,0,129
08/16/2020,Neno,0,58
08/16/2020,Nkhata Bay,0,182
08/16/2020,Nkhotakota,0,57
08/16/2020,Nsanje,0,34
08/16/2020,Ntcheu,0,42
08/16/2020,Ntchisi,0,2
08/16/2020,Phalombe,0,11
08/16/2020,Rumphi,0,32
08/16/2020,Salima,0,46
08/16/2020,Thyolo,0,58
08/16/2020,Zomba,0,150
08/18/2020,Balaka,0,45
08/18/2020,Blantyre,26,1716
08/18/2020,Chikwawa,0,43
08/18/2020,Chiradzulu,0,35
08/18/2020,Chitipa,11,63
08/18/2020,Dedza,1,49
08/18/2020,Dowa,1,68
08/18/2020,Karonga,0,77
08/18/2020,Kasungu,0,46
08/18/2020,Likoma,0,5
08/18/2020,Lilongwe,26,1166
08/18/2020,Machinga,0,68
08/18/2020,Mangochi,0,142
08/18/2020,Mchinji,2,58
08/18/2020,Mulanje,0,40
08/18/2020,Mwanza,0,28
08/18/2020,Mwanza PoE,0,205
08/18/2020,Mzimba North,0,524
08/18/2020,Mzimba South,0,131
08/18/2020,Neno,0,58
08/18/2020,Nkhata Bay,0,187
08/18/2020,Nkhotakota,0,62
08/18/2020,Nsanje,0,34
08/18/2020,Ntcheu,0,42
08/18/2020,Ntchisi,1,3
08/18/2020,Phalombe,0,11
08/18/2020,Rumphi,0,32
08/18/2020,Salima,0,47
08/18/2020,Thyolo,0,58
08/18/2020,Zomba,0,150
08/19/2020,Balaka,0,45
08/19/2020,Blantyre,23,1739
08/19/2020,Chikwawa,0,43
08/19/2020,Chiradzulu,0,35
08/19/2020,Chitipa,0,63
08/19/2020,Dedza,0,49
08/19/2020,Dowa,0,68
08/19/2020,Karonga,2,79
08/19/2020,Kasungu,0,46
08/19/2020,Likoma,0,5
08/19/2020,Lilongwe,6,1172
08/19/2020,Machinga,0,68
08/19/2020,Mangochi,0,142
08/19/2020,Mchinji,0,58
08/19/2020,Mulanje,0,40
08/19/2020,Mwanza,0,28
08/19/2020,Mwanza PoE,0,205
08/19/2020,Mzimba North,14,538
08/19/2020,Mzimba South,0,131
08/19/2020,Neno,0,58
08/19/2020,Nkhata Bay,2,189
08/19/2020,Nkhotakota,0,62
08/19/2020,Nsanje,0,34
08/19/2020,Ntcheu,0,42
08/19/2020,Ntchisi,0,3
08/19/2020,Phalombe,0,11
08/19/2020,Rumphi,0,32
08/19/2020,Salima,0,47
08/19/2020,Thyolo,0,58
08/19/2020,Zomba,0,150
08/20/2020,Balaka,0,45
08/20/2020,Blantyre,7,1746
08/20/2020,Chikwawa,0,43
08/20/2020,Chiradzulu,0,35
08/20/2020,Chitipa,0,63
08/20/2020,Dedza,0,49
08/20/2020,Dowa,1,69
08/20/2020,Karonga,0,79
08/20/2020,Kasungu,0,46
08/20/2020,Likoma,0,5
08/20/2020,Lilongwe,24,1196
08/20/2020,Machinga,0,68
08/20/2020,Mangochi,0,142
08/20/2020,Mchinji,1,59
08/20/2020,Mulanje,0,40
08/20/2020,Mwanza,0,28
08/20/2020,Mwanza PoE,0,205
08/20/2020,Mzimba North,3,541
08/20/2020,Mzimba South,4,135
08/20/2020,Neno,0,58
08/20/2020,Nkhata Bay,0,189
08/20/2020,Nkhotakota,0,62
08/20/2020,Nsanje,0,34
08/20/2020,Ntcheu,1,43
08/20/2020,Ntchisi,0,3
08/20/2020,Phalombe,0,11
08/20/2020,Rumphi,0,32
08/20/2020,Salima,0,47
08/20/2020,Thyolo,1,59
08/20/2020,Zomba,0,150
08/21/2020,Balaka,1,46
08/21/2020,Blantyre,22,1768
08/21/2020,Chikwawa,0,43
08/21/2020,Chiradzulu,0,35
08/21/2020,Chitipa,0,63
08/21/2020,Dedza,1,50
08/21/2020,Dowa,0,69
08/21/2020,Karonga,0,79
08/21/2020,Kasungu,1,47
08/21/2020,Likoma,0,5
08/21/2020,Lilongwe,11,1207
08/21/2020,Machinga,0,68
08/21/2020,Mangochi,0,142
08/21/2020,Mchinji,0,59
08/21/2020,Mulanje,0,40
08/21/2020,Mwanza,0,28
08/21/2020,Mwanza PoE,0,205
08/21/2020,Mzimba North,0,541
08/21/2020,Mzimba South,1,136
08/21/2020,Neno,0,58
08/21/2020,Nkhata Bay,0,189
08/21/2020,Nkhotakota,3,65
08/21/2020,Nsanje,0,34
08/21/2020,Ntcheu,0,43
08/21/2020,Ntchisi,0,3
08/21/2020,Phalombe,0,11
08/21/2020,Rumphi,0,32
08/21/2020,Salima,0,47
08/21/2020,Thyolo,0,59
08/21/2020,Zomba,0,150
08/22/2020,Balaka,1,47
08/22/2020,Blantyre,27,1795
08/22/2020,Chikwawa,0,43
08/22/2020,Chiradzulu,2,38
08/22/2020,Chitipa,0,63
08/22/2020,Dedza,0,50
08/22/2020,Dowa,0,69
08/22/2020,Karonga,0,79
08/22/2020,Kasungu,0,47
08/22/2020,Likoma,0,4
08/22/2020,Lilongwe,0,1207
08/22/2020,Machinga,0,68
08/22/2020,Mangochi,0,142
08/22/2020,Mchinji,0,59
08/22/2020,Mulanje,0,40
08/22/2020,Mwanza,0,28
08/22/2020,Mwanza PoE,0,205
08/22/2020,Mzimba North,0,541
08/22/2020,Mzimba South,15,151
08/22/2020,Neno,0,58
08/22/2020,Nkhata Bay,2,191
08/22/2020,Nkhotakota,13,78
08/22/2020,Nsanje,0,34
08/22/2020,Ntcheu,0,43
08/22/2020,Ntchisi,0,3
08/22/2020,Phalombe,0,11
08/22/2020,Rumphi,0,32
08/22/2020,Salima,0,47
08/22/2020,Thyolo,0,59
08/22/2020,Zomba,0,150
08/23/2020,Balaka,0,46
08/23/2020,Blantyre,14,1809
08/23/2020,Chikwawa,1,44
08/23/2020,Chiradzulu,1,39
08/23/2020,Chitipa,0,63
08/23/2020,Dedza,0,50
08/23/2020,Dowa,2,71
08/23/2020,Karonga,0,79
08/23/2020,Kasungu,1,48
08/23/2020,Likoma,0,4
08/23/2020,Lilongwe,13,1220
08/23/2020,Machinga,0,69
08/23/2020,Mangochi,0,142
08/23/2020,Mchinji,0,59
08/23/2020,Mulanje,0,40
08/23/2020,Mwanza,0,28
08/23/2020,Mwanza PoE,0,205
08/23/2020,Mzimba North,0,541
08/23/2020,Mzimba South,0,151
08/23/2020,Neno,0,58
08/23/2020,Nkhata Bay,0,191
08/23/2020,Nkhotakota,0,78
08/23/2020,Nsanje,0,34
08/23/2020,Ntcheu,0,43
08/23/2020,Ntchisi,0,3
08/23/2020,Phalombe,0,11
08/23/2020,Rumphi,0,32
08/23/2020,Salima,0,47
08/23/2020,Thyolo,0,59
08/23/2020,Zomba,0,150
08/24/2020,Balaka,0,47
08/24/2020,Blantyre,4,1813
08/24/2020,Chikwawa,0,44
08/24/2020,Chiradzulu,0,39
08/24/2020,Chitipa,0,63
08/24/2020,Dedza,0,50
08/24/2020,Dowa,0,71
08/24/2020,Karonga,0,79
08/24/2020,Kasungu,0,48
08/24/2020,Likoma,0,4
08/24/2020,Lilongwe,1,1221
08/24/2020,Machinga,0,68
08/24/2020,Mangochi,0,142
08/24/2020,Mchinji,0,59
08/24/2020,Mulanje,0,40
08/24/2020,Mwanza,0,28
08/24/2020,Mwanza PoE,0,205
08/24/2020,Mzimba North,0,541
08/24/2020,Mzimba South,0,151
08/24/2020,Neno,0,58
08/24/2020,Nkhata Bay,0,191
08/24/2020,Nkhotakota,0,78
08/24/2020,Nsanje,0,34
08/24/2020,Ntcheu,0,43
08/24/2020,Ntchisi,0,3
08/24/2020,Phalombe,0,11
08/24/2020,Rumphi,0,32
08/24/2020,Salima,0,47
08/24/2020,Thyolo,0,59
08/24/2020,Zomba,0,150
08/25/2020,Balaka,0,47
08/25/2020,Blantyre,0,1813
08/25/2020,Chikwawa,0,44
08/25/2020,Chiradzulu,0,39
08/25/2020,Chitipa,0,63
08/25/2020,Dedza,0,50
08/25/2020,Dowa,0,71
08/25/2020,Karonga,0,79
08/25/2020,Kasungu,0,48
08/25/2020,Likoma,0,4
08/25/2020,Lilongwe,2,1223
08/25/2020,Machinga,0,68
08/25/2020,Mangochi,0,142
08/25/2020,Mchinji,2,61
08/25/2020,Mulanje,0,40
08/25/2020,Mwanza,0,28
08/25/2020,Mwanza PoE,0,205
08/25/2020,Mzimba ,0,151
08/25/2020,Mzimba North,0,541
08/25/2020,Neno,0,58
08/25/2020,Nkhata Bay,0,191
08/25/2020,Nkhotakota,0,78
08/25/2020,Nsanje,0,34
08/25/2020,Ntcheu,0,43
08/25/2020,Ntchisi,0,3
08/25/2020,Phalombe,0,11
08/25/2020,Rumphi,0,32
08/25/2020,Salima,0,47
08/25/2020,Thyolo,0,59
08/25/2020,Zomba,0,150
08/26/2020,Balaka,0,47
08/26/2020,Blantyre,21,1834
08/26/2020,Chikwawa,0,44
08/26/2020,Chiradzulu,0,39
08/26/2020,Chitipa,0,63
08/26/2020,Dedza,0,50
08/26/2020,Dowa,4,75
08/26/2020,Karonga,2,81
08/26/2020,Kasungu,0,48
08/26/2020,Likoma,0,4
08/26/2020,Lilongwe,23,1246
08/26/2020,Machinga,0,68
08/26/2020,Mangochi,1,143
08/26/2020,Mchinji,0,61
08/26/2020,Mulanje,0,40
08/26/2020,Mwanza,0,28
08/26/2020,Mwanza PoE,0,204
08/26/2020,Mzimba North,0,541
08/26/2020,Mzimba South,0,151
08/26/2020,Neno,0,58
08/26/2020,Nkhata Bay,0,191
08/26/2020,Nkhotakota,0,78
08/26/2020,Nsanje,0,34
08/26/2020,Ntcheu,0,43
08/26/2020,Ntchisi,0,4
08/26/2020,Phalombe,0,11
08/26/2020,Rumphi,0,32
08/26/2020,Salima,0,47
08/26/2020,Thyolo,0,59
08/26/2020,Zomba,0,150
08/27/2020,Balaka,0,47
08/27/2020,Blantyre,7,1840
08/27/2020,Chikwawa,0,44
08/27/2020,Chiradzulu,0,39
08/27/2020,Chitipa,1,64
08/27/2020,Dedza,0,50
08/27/2020,Dowa,0,75
08/27/2020,Karonga,1,82
08/27/2020,Kasungu,0,48
08/27/2020,Likoma,0,4
08/27/2020,Lilongwe,2,1248
08/27/2020,Machinga,0,68
08/27/2020,Mangochi,0,143
08/27/2020,Mchinji,2,63
08/27/2020,Mulanje,0,40
08/27/2020,Mwanza,0,28
08/27/2020,Mwanza PoE,0,204
08/27/2020,Mzimba ,0,151
08/27/2020,Mzimba North,6,547
08/27/2020,Neno,0,58
08/27/2020,Nkhata Bay,0,191
08/27/2020,Nkhotakota,3,81
08/27/2020,Nsanje,0,34
08/27/2020,Ntcheu,0,43
08/27/2020,Ntchisi,0,4
08/27/2020,Phalombe,0,11
08/27/2020,Rumphi,0,32
08/27/2020,Salima,0,47
08/27/2020,Thyolo,0,60
08/27/2020,Zomba,0,150
08/28/2020,Balaka,0,47
08/28/2020,Blantyre,4,1844
08/28/2020,Chikwawa,0,44
08/28/2020,Chiradzulu,1,44
08/28/2020,Chitipa,0,64
08/28/2020,Dedza,0,50
08/28/2020,Dowa,0,71
08/28/2020,Karonga,0,82
08/28/2020,Kasungu,0,48
08/28/2020,Likoma,0,4
08/28/2020,Lilongwe,18,1266
08/28/2020,Machinga,1,69
08/28/2020,Mangochi,1,144
08/28/2020,Mchinji,0,63
08/28/2020,Mulanje,0,40
08/28/2020,Mwanza,0,28
08/28/2020,Mwanza PoE,0,204
08/28/2020,Mzimba ,0,151
08/28/2020,Mzimba North,0,547
08/28/2020,Neno,0,58
08/28/2020,Nkhata Bay,0,191
08/28/2020,Nkhotakota,0,81
08/28/2020,Nsanje,0,34
08/28/2020,Ntcheu,1,44
08/28/2020,Ntchisi,0,4
08/28/2020,Phalombe,0,11
08/28/2020,Rumphi,0,32
08/28/2020,Salima,1,48
08/28/2020,Thyolo,0,60
08/28/2020,Zomba,0,150
08/29/2020,Balaka,0,47
08/29/2020,Blantyre,4,1848
08/29/2020,Chikwawa,0,44
08/29/2020,Chiradzulu,0,44
08/29/2020,Chitipa,0,64
08/29/2020,Dedza,0,50
08/29/2020,Dowa,0,71
08/29/2020,Karonga,0,82
08/29/2020,Kasungu,0,48
08/29/2020,Likoma,0,4
08/29/2020,Lilongwe,0,1266
08/29/2020,Machinga,0,69
08/29/2020,Mangochi,0,144
08/29/2020,Mchinji,0,63
08/29/2020,Mulanje,0,40
08/29/2020,Mwanza,0,28
08/29/2020,Mwanza PoE,0,204
08/29/2020,Mzimba ,0,151
08/29/2020,Mzimba North,0,547
08/29/2020,Neno,0,58
08/29/2020,Nkhata Bay,0,191
08/29/2020,Nkhotakota,1,82
08/29/2020,Nsanje,0,34
08/29/2020,Ntcheu,0,44
08/29/2020,Ntchisi,0,4
08/29/2020,Phalombe,0,11
08/29/2020,Rumphi,0,32
08/29/2020,Salima,0,48
08/29/2020,Thyolo,0,60
08/29/2020,Zomba,0,150
08/30/2020,Balaka,1,48
08/30/2020,Blantyre,1,1849
08/30/2020,Chikwawa,0,44
08/30/2020,Chiradzulu,0,44
08/30/2020,Chitipa,0,64
08/30/2020,Dedza,0,50
08/30/2020,Dowa,2,73
08/30/2020,Karonga,0,82
08/30/2020,Kasungu,0,48
08/30/2020,Likoma,0,4
08/30/2020,Lilongwe,1,1267
08/30/2020,Machinga,0,69
08/30/2020,Mangochi,0,144
08/30/2020,Mchinji,0,63
08/30/2020,Mulanje,0,40
08/30/2020,Mwanza,0,28
08/30/2020,Mwanza PoE,0,204
08/30/2020,Mzimba North,0,547
08/30/2020,Mzimba South,1,152
08/30/2020,Neno,0,58
08/30/2020,Nkhata Bay,0,191
08/30/2020,Nkhotakota,0,82
08/30/2020,Nsanje,1,35
08/30/2020,Ntcheu,0,44
08/30/2020,Ntchisi,0,4
08/30/2020,Phalombe,0,11
08/30/2020,Rumphi,0,32
08/30/2020,Salima,0,48
08/30/2020,Thyolo,1,61
08/30/2020,Zomba,0,150
08/31/2020,Balaka,1,49
08/31/2020,Blantyre,9,1858
08/31/2020,Chikwawa,0,44
08/31/2020,Chiradzulu,0,44
08/31/2020,Chitipa,0,64
08/31/2020,Dedza,0,50
08/31/2020,Dowa,0,73
08/31/2020,Karonga,0,82
08/31/2020,Kasungu,0,48
08/31/2020,Likoma,0,4
08/31/2020,Lilongwe,10,1277
08/31/2020,Machinga,2,71
08/31/2020,Mangochi,1,145
08/31/2020,Mchinji,0,63
08/31/2020,Mulanje,0,40
08/31/2020,Mwanza,0,28
08/31/2020,Mwanza PoE,0,204
08/31/2020,Mzimba North,0,547
08/31/2020,Mzimba South,0,152
08/31/2020,Neno,0,58
08/31/2020,Nkhata Bay,0,191
08/31/2020,Nkhotakota,1,83
08/31/2020,Nsanje,0,35
08/31/2020,Ntcheu,0,44
08/31/2020,Ntchisi,0,4
08/31/2020,Phalombe,1,12
08/31/2020,Rumphi,0,32
08/31/2020,Salima,0,48
08/31/2020,Thyolo,5,66
08/31/2020,Zomba,0,150
09/01/2020,Balaka,0,49
09/01/2020,Blantyre,4,1862
09/01/2020,Chikwawa,0,44
09/01/2020,Chiradzulu,0,44
09/01/2020,Chitipa,0,64
09/01/2020,Dedza,0,50
09/01/2020,Dowa,0,73
09/01/2020,Karonga,0,82
09/01/2020,Kasungu,0,48
09/01/2020,Likoma,0,4
09/01/2020,Lilongwe,6,1283
09/01/2020,Machinga,0,71
09/01/2020,Mangochi,0,145
09/01/2020,Mchinji,0,63
09/01/2020,Mulanje,0,40
09/01/2020,Mwanza,0,28
09/01/2020,Mwanza PoE,0,204
09/01/2020,Mzimba North,0,547
09/01/2020,Mzimba South,0,152
09/01/2020,Neno,0,58
09/01/2020,Nkhata Bay,0,191
09/01/2020,Nkhotakota,0,83
09/01/2020,Nsanje,0,35
09/01/2020,Ntcheu,0,44
09/01/2020,Ntchisi,0,4
09/01/2020,Phalombe,0,12
09/01/2020,Rumphi,0,32
09/01/2020,Salima,0,47
09/01/2020,Thyolo,0,67
09/01/2020,Zomba,0,150
09/02/2020,Balaka,0,49
09/02/2020,Blantyre,1,1863
09/02/2020,Chikwawa,0,44
09/02/2020,Chiradzulu,0,44
09/02/2020,Chitipa,0,64
09/02/2020,Dedza,0,50
09/02/2020,Dowa,0,73
09/02/2020,Karonga,0,82
09/02/2020,Kasungu,0,48
09/02/2020,Likoma,0,4
09/02/2020,Lilongwe,0,1283
09/02/2020,Machinga,0,71
09/02/2020,Mangochi,0,145
09/02/2020,Mchinji,0,63
09/02/2020,Mulanje,0,40
09/02/2020,Mwanza,0,28
09/02/2020,Mwanza PoE,0,204
09/02/2020,Mzimba North,0,547
09/02/2020,Mzimba South,0,152
09/02/2020,Neno,1,59
09/02/2020,Nkhata Bay,0,191
09/02/2020,Nkhotakota,0,83
09/02/2020,Nsanje,1,36
09/02/2020,Ntcheu,0,44
09/02/2020,Ntchisi,0,4
09/02/2020,Phalombe,0,12
09/02/2020,Rumphi,0,32
09/02/2020,Salima,0,47
09/02/2020,Thyolo,0,67
09/02/2020,Zomba,0,150
09/03/2020,Balaka,0,49
09/03/2020,Blantyre,6,1869
09/03/2020,Chikwawa,0,44
09/03/2020,Chiradzulu,0,44
09/03/2020,Chitipa,0,64
09/03/2020,Dedza,0,50
09/03/2020,Dowa,0,73
09/03/2020,Karonga,0,82
09/03/2020,Kasungu,0,48
09/03/2020,Likoma,0,4
09/03/2020,Lilongwe,7,1290
09/03/2020,Machinga,0,71
09/03/2020,Mangochi,1,146
09/03/2020,Mchinji,0,63
09/03/2020,Mulanje,0,40
09/03/2020,Mwanza,0,28
09/03/2020,Mwanza PoE,0,204
09/03/2020,Mzimba North,0,547
09/03/2020,Mzimba South,0,152
09/03/2020,Neno,0,59
09/03/2020,Nkhata Bay,0,191
09/03/2020,Nkhotakota,0,83
09/03/2020,Nsanje,0,36
09/03/2020,Ntcheu,0,44
09/03/2020,Ntchisi,0,4
09/03/2020,Phalombe,0,12
09/03/2020,Rumphi,0,32
09/03/2020,Salima,0,47
09/03/2020,Thyolo,0,67
09/03/2020,Zomba,0,150
09/04/2020,Balaka,0,49
09/04/2020,Blantyre,8,1877
09/04/2020,Chikwawa,0,44
09/04/2020,Chiradzulu,0,44
09/04/2020,Chitipa,0,64
09/04/2020,Dedza,0,50
09/04/2020,Dowa,0,73
09/04/2020,Karonga,0,82
09/04/2020,Kasungu,0,48
09/04/2020,Likoma,0,4
09/04/2020,Lilongwe,7,1297
09/04/2020,Machinga,0,71
09/04/2020,Mangochi,0,146
09/04/2020,Mchinji,0,63
09/04/2020,Mulanje,0,40
09/04/2020,Mwanza,0,28
09/04/2020,Mwanza PoE,0,204
09/04/2020,Mzimba North,0,547
09/04/2020,Mzimba South,0,152
09/04/2020,Neno,0,59
09/04/2020,Nkhata Bay,0,191
09/04/2020,Nkhotakota,0,83
09/04/2020,Nsanje,0,36
09/04/2020,Ntcheu,0,44
09/04/2020,Ntchisi,0,4
09/04/2020,Phalombe,0,12
