Date,District,Confirmed,Confirmed-total
09/29/2020,Mchinji,0,65
09/29/2020,Chitipa,0,64
09/29/2020,Neno,0,59
09/29/2020,Dedza,0,50
09/29/2020,Balaka,0,49
09/29/2020,Kasungu,0,49
09/29/2020,Salima,0,47
09/29/2020,Chiradzulu,0,47
09/29/2020,Chikwawa,0,46
09/29/2020,Ntcheu,0,45
09/29/2020,Mulanje,0,43
09/29/2020,Nsanje,0,37
09/29/2020,Rumphi,0,36
09/29/2020,Mwanza,0,28
09/29/2020,Phalombe,0,11
09/29/2020,Likoma,0,4
09/29/2020,Ntchisi,0,4
09/29/2020,Mwanza PoE,0,204
09/30/2020,Blantyre,1,1944
09/30/2020,Lilongwe,0,1349
09/30/2020,Mzimba North,0,557
09/30/2020,Nkhata Bay,0,195
09/30/2020,Zomba,0,155
09/30/2020,Mzimba South,0,153
09/30/2020,Mangochi,0,146
09/30/2020,Nkhotakota,0,84
09/30/2020,Karonga,0,82
09/30/2020,Dowa,0,81
09/30/2020,Machinga,0,73
09/30/2020,Thyolo,0,66
09/30/2020,Mchinji,0,65
09/30/2020,Chitipa,0,64
09/30/2020,Neno,0,59
09/30/2020,Dedza,0,50
09/30/2020,Balaka,0,49
09/30/2020,Kasungu,0,49
09/30/2020,Salima,0,47
09/30/2020,Chiradzulu,0,47
09/30/2020,Chikwawa,0,46
09/30/2020,Ntcheu,0,45
09/30/2020,Mulanje,0,43
09/30/2020,Nsanje,0,37
09/30/2020,Rumphi,0,36
09/30/2020,Mwanza,0,28
09/30/2020,Phalombe,0,11
09/30/2020,Likoma,0,4
09/30/2020,Ntchisi,0,4
09/30/2020,Mwanza PoE,0,204
10/01/2020,Blantyre,0,1944
10/01/2020,Lilongwe,2,1351
10/01/2020,Mzimba North,4,561
10/01/2020,Nkhata Bay,0,195
10/01/2020,Zomba,0,155
10/01/2020,Mzimba South,0,153
10/01/2020,Mangochi,0,146
10/01/2020,Nkhotakota,0,84
10/01/2020,Karonga,0,82
10/01/2020,Dowa,0,81
10/01/2020,Machinga,0,73
10/01/2020,Thyolo,0,66
10/01/2020,Mchinji,0,65
10/01/2020,Chitipa,0,64
10/01/2020,Neno,0,59
10/01/2020,Dedza,0,50
10/01/2020,Balaka,0,49
10/01/2020,Kasungu,0,49
10/01/2020,Salima,0,47
10/01/2020,Chiradzulu,0,47
10/01/2020,Chikwawa,0,46
10/01/2020,Ntcheu,0,45
10/01/2020,Mulanje,0,43
10/01/2020,Nsanje,0,37
10/01/2020,Rumphi,0,36
10/01/2020,Mwanza,0,28
10/01/2020,Phalombe,0,11
10/01/2020,Likoma,0,4
10/01/2020,Ntchisi,0,4
10/01/2020,Mwanza PoE,0,204
10/02/2020,Blantyre,2,1947
10/02/2020,Lilongwe,1,1350
10/02/2020,Mzimba North,0,561
10/02/2020,Nkhata Bay,1,196
10/02/2020,Zomba,0,155
10/02/2020,Mzimba South,0,153
10/02/2020,Mangochi,0,146
10/02/2020,Nkhotakota,0,84
10/02/2020,Karonga,0,82
10/02/2020,Dowa,0,82
10/02/2020,Machinga,0,73
10/02/2020,Thyolo,0,66
10/02/2020,Mchinji,0,65
10/02/2020,Chitipa,0,64
10/02/2020,Neno,0,59
10/02/2020,Dedza,0,50
10/02/2020,Balaka,0,49
10/02/2020,Kasungu,0,49
10/02/2020,Salima,0,47
10/02/2020,Chiradzulu,0,47
10/02/2020,Chikwawa,0,46
10/02/2020,Ntcheu,0,45
10/02/2020,Mulanje,0,43
10/02/2020,Nsanje,0,37
10/02/2020,Rumphi,0,36
10/02/2020,Mwanza,0,28
10/02/2020,Phalombe,0,11
10/02/2020,Likoma,0,4
10/02/2020,Ntchisi,0,4
10/02/2020,Mwanza PoE,0,204
10/04/2020,Blantyre,2,1947
10/04/2020,Lilongwe,1,1350
10/04/2020,Mzimba North,0,561
10/04/2020,Nkhata Bay,1,196
10/04/2020,Zomba,0,155
10/04/2020,Mzimba South,0,153
10/04/2020,Mangochi,0,146
10/04/2020,Nkhotakota,0,84
10/04/2020,Karonga,0,82
10/04/2020,Dowa,0,82
10/04/2020,Machinga,0,73
10/04/2020,Thyolo,0,66
10/04/2020,Mchinji,0,65
10/04/2020,Chitipa,0,64
10/04/2020,Neno,0,59
10/04/2020,Dedza,0,50
10/04/2020,Balaka,0,49
10/04/2020,Kasungu,0,49
10/04/2020,Salima,0,47
10/04/2020,Chiradzulu,0,47
10/04/2020,Chikwawa,0,46
10/04/2020,Ntcheu,0,45
10/04/2020,Mulanje,0,43
10/04/2020,Nsanje,0,37
10/04/2020,Rumphi,0,36
10/04/2020,Mwanza,0,28
10/04/2020,Phalombe,0,11
10/04/2020,Likoma,0,4
10/04/2020,Ntchisi,0,4
10/04/2020,Mwanza PoE,0,204
10/05/2020,Blantyre,7,1955
10/05/2020,Lilongwe,0,1350
10/05/2020,Mzuzu,0,561
10/05/2020,Nkhata Bay,0,196
10/05/2020,Zomba,0,155
10/05/2020,Mzimba ,0,153
10/05/2020,Mangochi,0,148
10/05/2020,Nkhotakota,0,84
10/05/2020,Karonga,0,82
10/05/2020,Dowa,0,82
10/05/2020,Machinga,0,73
10/05/2020,Thyolo,0,66
10/05/2020,Mchinji,1,66
10/05/2020,Chitipa,0,64
10/05/2020,Neno,0,59
10/05/2020,Dedza,0,50
10/05/2020,Balaka,0,49
10/05/2020,Kasungu,0,49
10/05/2020,Salima,0,47
10/05/2020,Chiradzulu,0,47
10/05/2020,Chikwawa,0,46
10/05/2020,Ntcheu,0,45
10/05/2020,Mulanje,0,43
10/05/2020,Nsanje,0,37
10/05/2020,Rumphi,0,36
10/05/2020,Mwanza,0,28
10/05/2020,Phalombe,0,11
10/05/2020,Likoma,0,4
10/05/2020,Ntchisi,0,4
10/05/2020,Mwanza PoE,0,204
10/06/2020,Blantyre,2,1957
10/06/2020,Lilongwe,0,1350
10/06/2020,Mzuzu,0,561
10/06/2020,Nkhata Bay,0,196
10/06/2020,Zomba,0,155
10/06/2020,Mzimba,0,153
10/06/2020,Mangochi,0,148
10/06/2020,Nkhotakota,0,84
10/06/2020,Karonga,0,82
10/06/2020,Dowa,0,82
10/06/2020,Machinga,0,73
10/06/2020,Thyolo,0,66
10/06/2020,Mchinji,0,66
10/06/2020,Chitipa,0,64
10/06/2020,Neno,0,59
10/06/2020,Dedza,0,50
10/06/2020,Balaka,0,49
10/06/2020,Kasungu,0,49
10/06/2020,Salima,0,47
10/06/2020,Chiradzulu,0,47
10/06/2020,Chikwawa,0,46
10/06/2020,Ntcheu,0,45
10/06/2020,Mulanje,0,43
10/06/2020,Nsanje,0,37
10/06/2020,Rumphi,0,36
10/06/2020,Mwanza,0,28
10/06/2020,Phalombe,0,11
10/06/2020,Likoma,0,4
10/06/2020,Ntchisi,0,4
10/06/2020,Mwanza PoE,0,204
10/07/2020,Blantyre,3,1961
10/07/2020,Lilongwe,0,1350
10/07/2020,Mzuzu,3,564
10/07/2020,Nkhata Bay,0,196
10/07/2020,Zomba,0,155
10/07/2020,Mzimba ,0,153
10/07/2020,Mangochi,0,148
10/07/2020,Nkhotakota,0,84
10/07/2020,Karonga,0,82
10/07/2020,Dowa,0,82
10/07/2020,Machinga,0,73
10/07/2020,Thyolo,0,66
10/07/2020,Mchinji,0,66
10/07/2020,Chitipa,0,64
10/07/2020,Neno,0,59
10/07/2020,Dedza,0,50
10/07/2020,Balaka,0,49
10/07/2020,Kasungu,0,49
10/07/2020,Salima,0,47
10/07/2020,Chiradzulu,0,47
10/07/2020,Chikwawa,0,46
10/07/2020,Ntcheu,0,45
10/07/2020,Mulanje,0,43
10/07/2020,Nsanje,0,37
10/07/2020,Rumphi,0,36
10/07/2020,Mwanza,0,28
10/07/2020,Phalombe,0,11
10/07/2020,Likoma,0,4
10/07/2020,Ntchisi,0,4
10/07/2020,Mwanza PoE,0,204
10/08/2020,Blantyre,1,1962
10/08/2020,Lilongwe,2,1352
10/08/2020,Mzuzu,0,564
10/08/2020,Nkhata Bay,0,196
10/08/2020,Zomba,0,155
10/08/2020,Mzimba ,0,153
10/08/2020,Mangochi,0,148
10/08/2020,Nkhotakota,0,84
10/08/2020,Dowa,2,84
10/08/2020,Karonga,0,82
10/08/2020,Machinga,0,73
10/08/2020,Thyolo,1,67
10/08/2020,Mchinji,0,66
10/08/2020,Chitipa,0,64
10/08/2020,Neno,0,59
10/08/2020,Dedza,0,50
10/08/2020,Balaka,0,49
10/08/2020,Kasungu,0,49
10/08/2020,Salima,0,47
10/08/2020,Chiradzulu,0,47
10/08/2020,Chikwawa,0,46
10/08/2020,Ntcheu,0,45
10/08/2020,Mulanje,0,43
10/08/2020,Nsanje,0,37
10/08/2020,Rumphi,0,36
10/08/2020,Mwanza,0,28
10/08/2020,Phalombe,0,11
10/08/2020,Likoma,0,4
10/08/2020,Ntchisi,0,4
10/08/2020,Mwanza PoE,0,204
10/09/2020,Blantyre,2,1964
10/09/2020,Lilongwe,0,1352
10/09/2020,Mzuzu,1,565
10/09/2020,Nkhata Bay,0,196
10/09/2020,Zomba,0,155
10/09/2020,Mzimba,0,153
10/09/2020,Mangochi,0,148
10/09/2020,Nkhotakota,0,84
10/09/2020,Dowa,0,84
10/09/2020,Karonga,0,82
10/09/2020,Machinga,0,73
10/09/2020,Thyolo,1,68
10/09/2020,Mchinji,0,66
10/09/2020,Chitipa,0,64
10/09/2020,Neno,0,59
10/09/2020,Dedza,0,50
10/09/2020,Balaka,0,49
10/09/2020,Kasungu,0,49
10/09/2020,Salima,0,47
10/09/2020,Chiradzulu,0,47
10/09/2020,Chikwawa,0,46
10/09/2020,Ntcheu,0,45
10/09/2020,Mulanje,0,43
10/09/2020,Nsanje,0,37
10/09/2020,Rumphi,0,36
10/09/2020,Mwanza,0,28
10/09/2020,Phalombe,0,11
10/09/2020,Likoma,0,4
10/09/2020,Ntchisi,0,4
10/09/2020,Mwanza PoE,0,204
10/10/2020,Blantyre,6,1970
10/10/2020,Lilongwe,0,1352
10/10/2020,Mzuzu,0,565
10/10/2020,Nkhata Bay,0,196
10/10/2020,Zomba,0,155
10/10/2020,Mzimba ,1,154
10/10/2020,Mangochi,1,149
10/10/2020,Nkhotakota,0,84
10/10/2020,Dowa,0,84
10/10/2020,Karonga,0,82
10/10/2020,Machinga,0,73
10/10/2020,Thyolo,0,68
10/10/2020,Mchinji,0,66
10/10/2020,Chitipa,0,64
10/10/2020,Neno,0,59
10/10/2020,Dedza,0,50
10/10/2020,Balaka,0,49
10/10/2020,Kasungu,0,49
10/10/2020,Salima,0,47
10/10/2020,Chiradzulu,0,47
10/10/2020,Chikwawa,0,46
10/10/2020,Ntcheu,0,45
10/10/2020,Mulanje,0,43
10/10/2020,Nsanje,0,37
10/10/2020,Rumphi,0,36
10/10/2020,Mwanza,0,28
10/10/2020,Phalombe,0,11
10/10/2020,Likoma,0,4
10/10/2020,Ntchisi,0,4
10/10/2020,Mwanza PoE,0,204
10/11/2020,Blantyre,0,1970
10/11/2020,Lilongwe,0,1352
10/11/2020,Mzimba North,0,565
10/11/2020,Nkhata Bay,0,196
10/11/2020,Zomba,0,155
10/11/2020,Mzimba South,0,154
10/11/2020,Mangochi,0,149
10/11/2020,Nkhotakota,0,84
10/11/2020,Dowa,0,84
10/11/2020,Karonga,0,82
10/11/2020,Machinga,0,73
10/11/2020,Thyolo,0,68
10/11/2020,Mchinji,0,66
10/11/2020,Chitipa,0,64
10/11/2020,Neno,0,59
10/11/2020,Dedza,0,50
10/11/2020,Balaka,0,49
10/11/2020,Kasungu,0,49
10/11/2020,Salima,0,47
10/11/2020,Chiradzulu,0,47
10/11/2020,Chikwawa,0,46
10/11/2020,Ntcheu,0,45
10/11/2020,Mulanje,0,43
10/11/2020,Nsanje,0,37
10/11/2020,Rumphi,0,36
10/11/2020,Mwanza,0,28
10/11/2020,Phalombe,0,11
10/11/2020,Likoma,0,4
10/11/2020,Ntchisi,0,4
10/11/2020,Mwanza PoE,0,204
10/12/2020,Blantyre,2,1972
10/12/2020,Lilongwe,1,1353
10/12/2020,Mzimba North,0,565
10/12/2020,Nkhata Bay,0,196
10/12/2020,Zomba,0,155
10/12/2020,Mzimba South,0,154
10/12/2020,Mangochi,0,149
10/12/2020,Nkhotakota,0,84
10/12/2020,Dowa,0,84
10/12/2020,Karonga,0,82
10/12/2020,Machinga,0,73
10/12/2020,Thyolo,0,68
10/12/2020,Mchinji,0,66
10/12/2020,Chitipa,0,64
10/12/2020,Neno,0,59
10/12/2020,Dedza,0,50
10/12/2020,Balaka,0,49
10/12/2020,Kasungu,0,49
10/12/2020,Salima,0,47
10/12/2020,Chiradzulu,0,47
10/12/2020,Chikwawa,0,46
10/12/2020,Ntcheu,0,45
10/12/2020,Mulanje,0,43
10/12/2020,Nsanje,0,37
10/12/2020,Rumphi,0,36
10/12/2020,Mwanza,0,28
10/12/2020,Phalombe,0,11
10/12/2020,Likoma,0,4
10/12/2020,Ntchisi,0,4
10/12/2020,Mwanza PoE,0,204
10/13/2020,Blantyre,3,1975
10/13/2020,Lilongwe,0,1353
10/13/2020,Mzimba North,0,565
10/13/2020,Nkhata Bay,0,196
10/13/2020,Zomba,0,155
10/13/2020,Mzimba South,0,154
10/13/2020,Mangochi,0,149
10/13/2020,Nkhotakota,0,84
10/13/2020,Dowa,0,84
10/13/2020,Karonga,0,82
10/13/2020,Machinga,0,73
10/13/2020,Thyolo,0,68
10/13/2020,Mchinji,0,66
10/13/2020,Chitipa,0,64
10/13/2020,Neno,0,59
10/13/2020,Dedza,0,50
10/13/2020,Balaka,0,49
10/13/2020,Kasungu,0,49
10/13/2020,Salima,0,47
10/13/2020,Chiradzulu,0,47
10/13/2020,Chikwawa,0,46
10/13/2020,Ntcheu,0,45
10/13/2020,Mulanje,0,43
10/13/2020,Nsanje,0,37
10/13/2020,Rumphi,0,36
10/13/2020,Mwanza,0,28
10/13/2020,Phalombe,0,11
10/13/2020,Likoma,0,4
10/13/2020,Ntchisi,0,4
10/13/2020,Mwanza PoE,0,204
10/14/2020,Blantyre,1,1976
10/14/2020,Lilongwe,0,1353
10/14/2020,Mzimba North,1,566
10/14/2020,Nkhata Bay,0,196
10/14/2020,Zomba,0,155
10/14/2020,Mzimba South,0,154
10/14/2020,Mangochi,0,149
10/14/2020,Nkhotakota,0,84
10/14/2020,Dowa,0,84
10/14/2020,Karonga,0,82
10/14/2020,Machinga,0,73
10/14/2020,Thyolo,0,68
10/14/2020,Mchinji,0,66
10/14/2020,Chitipa,0,64
10/14/2020,Neno,0,59
10/14/2020,Dedza,0,50
10/14/2020,Balaka,0,49
10/14/2020,Kasungu,0,49
10/14/2020,Salima,0,47
10/14/2020,Chiradzulu,0,47
10/14/2020,Chikwawa,0,46
10/14/2020,Ntcheu,0,45
10/14/2020,Mulanje,0,43
10/14/2020,Nsanje,0,37
10/14/2020,Rumphi,0,36
10/14/2020,Mwanza,0,28
10/14/2020,Phalombe,0,11
10/14/2020,Likoma,0,4
10/14/2020,Ntchisi,0,4
10/14/2020,Mwanza PoE,0,204
10/15/2020,Blantyre,3,1979
10/15/2020,Lilongwe,0,1353
10/15/2020,Mzimba North,0,566
10/15/2020,Nkhata Bay,0,196
10/15/2020,Zomba,1,156
10/15/2020,Mzimba South,0,154
10/15/2020,Mangochi,0,149
10/15/2020,Dowa,3,87
10/15/2020,Nkhotakota,0,84
10/15/2020,Karonga,0,82
10/15/2020,Machinga,0,73
10/15/2020,Thyolo,0,68
10/15/2020,Mchinji,0,66
10/15/2020,Chitipa,0,64
10/15/2020,Neno,0,59
10/15/2020,Dedza,0,50
10/15/2020,Balaka,0,49
10/15/2020,Kasungu,0,49
10/15/2020,Salima,0,47
10/15/2020,Chiradzulu,0,47
10/15/2020,Chikwawa,0,46
10/15/2020,Ntcheu,0,45
10/15/2020,Mulanje,0,43
10/15/2020,Nsanje,0,37
10/15/2020,Rumphi,0,36
10/15/2020,Mwanza,0,28
10/15/2020,Phalombe,0,11
10/15/2020,Likoma,0,4
10/15/2020,Ntchisi,0,4
10/15/2020,Mwanza PoE,0,204
10/16/2020,Blantyre,0,1979
10/16/2020,Lilongwe,3,1356
10/16/2020,Mzimba North,0,566
10/16/2020,Nkhata Bay,0,196
10/16/2020,Zomba,0,156
10/16/2020,Mzimba South,0,154
10/16/2020,Mangochi,0,149
10/16/2020,Dowa,3,90
10/16/2020,Nkhotakota,0,84
10/16/2020,Karonga,0,82
10/16/2020,Machinga,0,73
10/16/2020,Thyolo,0,68
10/16/2020,Mchinji,0,66
10/16/2020,Chitipa,0,64
10/16/2020,Neno,0,59
10/16/2020,Dedza,0,50
10/16/2020,Balaka,0,49
10/16/2020,Kasungu,0,49
10/16/2020,Salima,0,47
10/16/2020,Chiradzulu,0,47
10/16/2020,Chikwawa,0,46
10/16/2020,Ntcheu,0,45
10/16/2020,Mulanje,0,43
10/16/2020,Nsanje,0,37
10/16/2020,Rumphi,0,36
10/16/2020,Mwanza,0,28
10/16/2020,Phalombe,0,11
10/16/2020,Likoma,0,4
10/16/2020,Ntchisi,0,4
10/16/2020,Mwanza PoE,0,204
10/17/2020,Blantyre,1,1980
10/17/2020,Lilongwe,9,1365
10/17/2020,Mzimba North,0,566
10/17/2020,Nkhata Bay,0,196
10/17/2020,Zomba,0,156
10/17/2020,Mzimba South,0,154
10/17/2020,Mangochi,0,149
10/17/2020,Dowa,0,90
10/17/2020,Nkhotakota,0,84
10/17/2020,Karonga,0,82
10/17/2020,Machinga,0,73
10/17/2020,Thyolo,0,68
10/17/2020,Mchinji,0,66
10/17/2020,Chitipa,0,64
10/17/2020,Neno,0,59
10/17/2020,Dedza,0,50
10/17/2020,Balaka,0,49
10/17/2020,Kasungu,0,49
10/17/2020,Salima,0,47
10/17/2020,Chiradzulu,0,47
10/17/2020,Chikwawa,0,46
10/17/2020,Ntcheu,0,45
10/17/2020,Mulanje,0,43
10/17/2020,Nsanje,0,37
10/17/2020,Rumphi,0,36
10/17/2020,Mwanza,0,28
10/17/2020,Phalombe,0,11
10/17/2020,Likoma,0,4
10/17/2020,Ntchisi,0,4
10/17/2020,Mwanza PoE,0,204
10/18/2020,Blantyre,5,1985
10/18/2020,Lilongwe,0,1365
10/18/2020,Mzuzu,0,566
10/18/2020,Nkhata Bay,0,196
10/18/2020,Zomba,0,156
10/18/2020,Mzimba,0,154
10/18/2020,Mangochi,0,149
10/18/2020,Dowa,0,90
10/18/2020,Nkhotakota,0,84
10/18/2020,Karonga,0,82
10/18/2020,Machinga,0,73
10/18/2020,Thyolo,0,68
10/18/2020,Mchinji,0,66
10/18/2020,Chitipa,0,64
10/18/2020,Neno,0,59
10/18/2020,Dedza,0,50
10/18/2020,Balaka,0,49
10/18/2020,Kasungu,0,49
10/18/2020,Salima,0,47
10/18/2020,Chiradzulu,0,47
10/18/2020,Chikwawa,0,46
10/18/2020,Ntcheu,0,45
10/18/2020,Mulanje,0,43
10/18/2020,Nsanje,0,37
10/18/2020,Rumphi,0,36
10/18/2020,Mwanza,0,28
10/18/2020,Phalombe,0,11
10/18/2020,Likoma,0,4
10/18/2020,Ntchisi,0,4
10/18/2020,Mwanza PoE,0,204
10/19/2020,Blantyre,1,1986
10/19/2020,Lilongwe,2,1367
10/19/2020,Mzuzu,0,566
10/19/2020,Nkhata Bay,0,196
10/19/2020,Zomba,0,156
10/19/2020,Mzimba ,0,154
10/19/2020,Mangochi,0,149
10/19/2020,Dowa,0,91
10/19/2020,Nkhotakota,0,84
10/19/2020,Karonga,0,82
10/19/2020,Machinga,0,70
10/19/2020,Thyolo,0,68
10/19/2020,Mchinji,0,66
10/19/2020,Chitipa,0,64
10/19/2020,Neno,0,59
10/19/2020,Dedza,0,52
10/19/2020,Kasungu,0,49
10/19/2020,Balaka,0,48
10/19/2020,Salima,0,47
10/19/2020,Chiradzulu,0,47
10/19/2020,Ntcheu,0,45
10/19/2020,Chikwawa,0,44
10/19/2020,Mulanje,0,43
10/19/2020,Rumphi,0,40
10/19/2020,Nsanje,0,37
10/19/2020,Mwanza,0,27
10/19/2020,Phalombe,0,11
10/19/2020,Likoma,0,4
10/19/2020,Ntchisi,0,4
10/19/2020,Mwanza PoE,0,204
10/20/2020,Blantyre,0,1986
10/20/2020,Lilongwe,1,1368
10/20/2020,Mzuzu,0,566
10/20/2020,Nkhata Bay,0,196
10/20/2020,Zomba,0,156
10/20/2020,Mzimba ,0,154
10/20/2020,Mangochi,0,149
10/20/2020,Dowa,0,91
10/20/2020,Nkhotakota,0,84
10/20/2020,Karonga,0,82
10/20/2020,Machinga,0,70
10/20/2020,Thyolo,0,68
10/20/2020,Mchinji,0,66
10/20/2020,Chitipa,0,64
10/20/2020,Neno,0,59
10/20/2020,Dedza,0,52
10/20/2020,Kasungu,0,49
10/20/2020,Balaka,0,48
10/20/2020,Salima,0,47
10/20/2020,Chiradzulu,0,47
10/20/2020,Ntcheu,0,45
10/20/2020,Chikwawa,0,44
10/20/2020,Mulanje,0,43
10/20/2020,Rumphi,0,40
10/20/2020,Nsanje,0,37
10/20/2020,Mwanza,0,27
10/20/2020,Phalombe,0,11
10/20/2020,Likoma,0,4
10/20/2020,Ntchisi,0,4
10/20/2020,Mwanza PoE,0,204
10/21/2020,Blantyre,2,1988
10/21/2020,Lilongwe,0,1368
10/21/2020,Mzuzu,0,566
10/21/2020,Nkhata Bay,0,196
10/21/2020,Zomba,0,156
10/21/2020,Mzimba ,0,154
10/21/2020,Mangochi,0,149
10/21/2020,Dowa,0,91
10/21/2020,Nkhotakota,0,84
10/21/2020,Karonga,0,82
10/21/2020,Machinga,0,70
10/21/2020,Thyolo,0,68
10/21/2020,Mchinji,0,66
10/21/2020,Chitipa,0,64
10/21/2020,Neno,0,59
10/21/2020,Dedza,0,52
10/21/2020,Kasungu,0,49
10/21/2020,Balaka,0,48
10/21/2020,Salima,0,47
10/21/2020,Chiradzulu,0,47
10/21/2020,Ntcheu,1,46
10/21/2020,Chikwawa,0,44
10/21/2020,Mulanje,0,43
10/21/2020,Rumphi,0,40
10/21/2020,Nsanje,0,37
10/21/2020,Mwanza,0,27
10/21/2020,Phalombe,0,11
10/21/2020,Likoma,0,4
10/21/2020,Ntchisi,0,4
10/21/2020,Mwanza PoE,0,204
10/22/2020,Blantyre,3,1991
10/22/2020,Lilongwe,1,1369
10/22/2020,Mzuzu,6,572
10/22/2020,Nkhata Bay,0,196
10/22/2020,Zomba,0,156
10/22/2020,Mzimba ,0,154
10/22/2020,Mangochi,0,149
10/22/2020,Dowa,0,91
10/22/2020,Nkhotakota,0,84
10/22/2020,Karonga,0,82
10/22/2020,Machinga,0,70
10/22/2020,Thyolo,0,68
10/22/2020,Mchinji,0,66
10/22/2020,Chitipa,0,64
10/22/2020,Neno,0,59
10/22/2020,Dedza,0,52
10/22/2020,Kasungu,0,49
10/22/2020,Balaka,0,48
10/22/2020,Salima,0,47
10/22/2020,Chiradzulu,0,47
10/22/2020,Ntcheu,0,46
10/22/2020,Chikwawa,0,44
10/22/2020,Mulanje,0,43
10/22/2020,Rumphi,0,40
10/22/2020,Nsanje,0,37
10/22/2020,Mwanza,0,27
10/22/2020,Phalombe,0,11
10/22/2020,Likoma,0,4
10/22/2020,Ntchisi,0,4
10/22/2020,Mwanza PoE,0,204
10/23/2020,Blantyre,0,1991
10/23/2020,Lilongwe,7,1376
10/23/2020,Mzuzu,0,572
10/23/2020,Nkhata Bay,0,196
10/23/2020,Zomba,0,156
10/23/2020,Mzimba ,0,154
10/23/2020,Mangochi,0,149
10/23/2020,Dowa,4,95
10/23/2020,Nkhotakota,0,84
10/23/2020,Karonga,0,82
10/23/2020,Machinga,0,70
10/23/2020,Thyolo,0,68
10/23/2020,Mchinji,0,66
10/23/2020,Chitipa,0,64
10/23/2020,Neno,0,59
10/23/2020,Dedza,0,52
10/23/2020,Kasungu,0,49
10/23/2020,Balaka,0,48
10/23/2020,Salima,0,47
10/23/2020,Chiradzulu,0,47
10/23/2020,Ntcheu,0,46
10/23/2020,Chikwawa,0,44
10/23/2020,Mulanje,0,43
10/23/2020,Rumphi,0,40
10/23/2020,Nsanje,0,37
10/23/2020,Mwanza,0,27
10/23/2020,Phalombe,0,11
10/23/2020,Likoma,0,4
10/23/2020,Ntchisi,0,4
10/23/2020,Mwanza PoE,0,204
10/24/2020,Blantyre,1,1992
10/24/2020,Lilongwe,0,1376
10/24/2020,Mzimba North,0,572
10/24/2020,Nkhata Bay,0,196
10/24/2020,Zomba,0,156
10/24/2020,Mzimba South,0,154
10/24/2020,Mangochi,1,150
10/24/2020,Dowa,0,95
10/24/2020,Nkhotakota,0,84
10/24/2020,Karonga,0,82
10/24/2020,Machinga,0,70
10/24/2020,Thyolo,0,68
10/24/2020,Mchinji,0,66
10/24/2020,Chitipa,0,64
10/24/2020,Neno,0,59
10/24/2020,Dedza,0,52
10/24/2020,Kasungu,0,49
10/24/2020,Balaka,0,48
10/24/2020,Salima,0,47
10/24/2020,Chiradzulu,0,47
10/24/2020,Ntcheu,0,46
10/24/2020,Chikwawa,0,44
10/24/2020,Mulanje,0,43
10/24/2020,Rumphi,0,40
10/24/2020,Nsanje,0,37
10/24/2020,Mwanza,0,27
10/24/2020,Phalombe,0,11
10/24/2020,Likoma,0,4
10/24/2020,Ntchisi,0,4
10/24/2020,Mwanza PoE,0,204
10/25/2020,Blantyre,0,1992
10/25/2020,Lilongwe,3,1379
10/25/2020,Mzimba North,0,572
10/25/2020,Nkhata Bay,0,196
10/25/2020,Zomba,0,156
10/25/2020,Mzimba South,0,154
10/25/2020,Mangochi,0,150
10/25/2020,Dowa,0,95
10/25/2020,Nkhotakota,0,84
10/25/2020,Karonga,0,82
10/25/2020,Machinga,0,70
10/25/2020,Thyolo,0,68
10/25/2020,Mchinji,0,66
10/25/2020,Chitipa,0,64
10/25/2020,Neno,0,59
10/25/2020,Dedza,0,52
10/25/2020,Kasungu,0,49
10/25/2020,Balaka,0,48
10/25/2020,Salima,0,47
10/25/2020,Chiradzulu,0,47
10/25/2020,Ntcheu,0,46
10/25/2020,Chikwawa,0,44
10/25/2020,Mulanje,0,43
10/25/2020,Rumphi,0,40
10/25/2020,Nsanje,0,37
10/25/2020,Mwanza,0,27
10/25/2020,Phalombe,0,11
10/25/2020,Likoma,0,4
10/25/2020,Ntchisi,0,4
10/25/2020,Mwanza PoE,0,204
